CustomerKey,GeographyKey,CustomerAlternateKey,FirstName,MiddleName,LastName,FullNAME,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance,City
15643,14,AW00015643,Omar,NULL,Raji,Omar Raji,1983-03-20,Single,Male,omar42@adventure-works.com,10000.00,0,0,High School,Manual,1,2,5121 Mount Hood Circle,NULL,1 (11) 500 555-0134,2012-10-30,0-1 Miles,Rhodes
15644,4,AW00015644,Savannah,F,Gonzalez,Savannah Gonzalez,1985-02-16,Single,Female,savannah31@adventure-works.com,10000.00,1,1,High School,Manual,0,0,5227 Sutton Circle,NULL,1 (11) 500 555-0117,2012-11-11,1-2 Miles,Goulburn
15645,10,AW00015645,Javier,NULL,Gill,Javier Gill,1984-09-08,Married,Male,javier8@adventure-works.com,20000.00,0,0,Bachelors,Clerical,0,0,3440 Alvina Drive,NULL,1 (11) 500 555-0180,2012-11-02,0-1 Miles,Newcastle
15646,31,AW00015646,Emma,A,Kelly,Emma Kelly,1984-05-02,Single,Female,emma46@adventure-works.com,10000.00,1,1,High School,Manual,0,0,3112 Gilardy Dr.,NULL,1 (11) 500 555-0132,2012-11-15,2-5 Miles,Hobart
15647,23,AW00015647,Dawn,NULL,He,Dawn He,1984-05-19,Married,Female,dawn20@adventure-works.com,20000.00,0,0,Bachelors,Clerical,1,0,536 Beech Ct.,NULL,1 (11) 500 555-0125,2012-11-06,0-1 Miles,Gold Coast
15648,34,AW00015648,Edgar,A,Gonzalez,Edgar Gonzalez,1984-03-03,Married,Male,edgar19@adventure-works.com,20000.00,0,0,Bachelors,Clerical,1,0,570 Highridge Court,NULL,1 (11) 500 555-0117,2012-10-28,0-1 Miles,Geelong
15649,160,AW00015649,Melinda,T,Jimenez,Melinda Jimenez,1954-04-07,Married,Female,melinda2@adventure-works.com,30000.00,1,0,Bachelors,Clerical,1,0,Rotthäuser Weg 866,NULL,1 (11) 500 555-0140,2012-02-10,0-1 Miles,Paderborn
15650,208,AW00015650,Ronnie,NULL,Li,Ronnie Li,1972-01-31,Single,Male,ronnie2@adventure-works.com,20000.00,1,1,Partial College,Manual,0,0,"1010, avenue de l´ Union Centrale",NULL,1 (11) 500 555-0123,2013-12-14,0-1 Miles,Saint Germain en Laye
15651,212,AW00015651,Ann,T,Lopez,Ann Lopez,1972-07-09,Single,Female,ann21@adventure-works.com,20000.00,1,1,Partial College,Manual,0,0,"1, rue de Maubeuge",NULL,1 (11) 500 555-0165,2012-08-13,1-2 Miles,Morangis
15652,229,AW00015652,Barbara,M,Wang,Barbara Wang,1966-11-22,Married,Female,barbara11@adventure-works.com,30000.00,4,0,Graduate Degree,Clerical,1,0,438 Post Road,NULL,1 (11) 500 555-0169,2011-11-17,0-1 Miles,Berks
15653,254,AW00015653,Gerald,E,Madan,Gerald Madan,1977-12-01,Single,Male,gerald37@adventure-works.com,30000.00,3,0,Graduate Degree,Clerical,1,0,109 Clayton Road,NULL,1 (11) 500 555-0120,2011-11-09,0-1 Miles,London
15654,200,AW00015654,Levi,NULL,Fernandez,Levi Fernandez,1965-09-09,Single,Male,levi15@adventure-works.com,10000.00,1,1,High School,Manual,0,1,"9193, place du Tertre",NULL,1 (11) 500 555-0172,2013-06-10,2-5 Miles,Paris
15655,144,AW00015655,Deanna,NULL,Gomez,Deanna Gomez,1971-10-30,Married,Female,deanna26@adventure-works.com,20000.00,1,1,Partial College,Manual,1,0,Kalkweg 4435,NULL,1 (11) 500 555-0124,2012-02-22,1-2 Miles,Essen
15656,178,AW00015656,Darryl,NULL,Zhao,Darryl Zhao,1965-12-13,Single,Male,darryl10@adventure-works.com,20000.00,1,1,Partial College,Manual,0,0,Moritzstr 44,NULL,1 (11) 500 555-0156,2012-02-10,1-2 Miles,Sulzbach Taunus
15657,271,AW00015657,Marcus,A,Hayes,Marcus Hayes,1965-12-18,Married,Male,marcus72@adventure-works.com,30000.00,3,0,Graduate Degree,Clerical,1,0,2775 Mt. Olivet Pl.,NULL,1 (11) 500 555-0141,2011-11-05,0-1 Miles,Warrington
15658,184,AW00015658,Victoria,NULL,Rogers,Victoria Rogers,1965-02-12,Single,Female,victoria27@adventure-works.com,10000.00,1,1,High School,Manual,0,1,"61, rue des Rosiers",NULL,1 (11) 500 555-0161,2013-09-01,2-5 Miles,Metz
15659,127,AW00015659,Angela,J,Rivera,Angela Rivera,1964-08-13,Married,Female,angela43@adventure-works.com,20000.00,2,0,Partial College,Manual,1,1,Klara Straße 463,NULL,1 (11) 500 555-0111,2012-02-16,0-1 Miles,Darmstadt
15660,250,AW00015660,April,NULL,Jai,April Jai,1965-03-01,Married,Female,april9@adventure-works.com,20000.00,2,0,Partial College,Manual,1,1,209 Mobile Lane,NULL,1 (11) 500 555-0184,2011-12-17,0-1 Miles,London
15661,269,AW00015661,Brandon,J,Robinson,Brandon Robinson,1965-02-16,Married,Male,brandon48@adventure-works.com,30000.00,3,0,Graduate Degree,Clerical,1,0,9520 Glenhaven Ave.,NULL,1 (11) 500 555-0149,2011-12-06,0-1 Miles,Stoke-on-Trent
15662,279,AW00015662,Megan,M,Richardson,Megan Richardson,1965-11-21,Married,Female,megan38@adventure-works.com,30000.00,3,0,Bachelors,Clerical,1,0,7129 Oakmead,NULL,1 (11) 500 555-0132,2011-12-06,0-1 Miles,York
15663,196,AW00015663,Mandy,A,Chen,Mandy Chen,1965-01-05,Married,Female,mandy3@adventure-works.com,30000.00,0,0,Bachelors,Clerical,1,0,"8, avenue de Norvege",NULL,1 (11) 500 555-0198,2012-08-18,0-1 Miles,Paris
15664,172,AW00015664,Jill,NULL,Vazquez,Jill Vazquez,1970-04-22,Single,Female,jill22@adventure-works.com,30000.00,0,0,Bachelors,Clerical,1,0,Marienplatz 5,NULL,1 (11) 500 555-0133,2012-02-01,0-1 Miles,Offenbach
15665,198,AW00015665,Kristi,P,Sai,Kristi Sai,1965-01-02,Married,Female,kristi22@adventure-works.com,30000.00,0,0,Bachelors,Clerical,1,0,"1055, rue Basse-du-Rocher",NULL,1 (11) 500 555-0196,2012-08-13,0-1 Miles,Paris
15666,205,AW00015666,Bianca,B,Liang,Bianca Liang,1981-10-18,Single,Female,bianca13@adventure-works.com,10000.00,2,2,High School,Manual,1,0,"55, rue de la Cavalerie",NULL,1 (11) 500 555-0175,2012-08-20,0-1 Miles,Lieusaint
15667,151,AW00015667,Hector,NULL,Ramos,Hector Ramos,1976-03-16,Married,Male,hector15@adventure-works.com,30000.00,0,0,Bachelors,Clerical,1,0,Parkstr 4256,Kreditorenbuchhaltung,1 (11) 500 555-0116,2012-01-29,0-1 Miles,Paderborn
15668,273,AW00015668,Erick,E,Fernandez,Erick Fernandez,1981-02-23,Married,Male,erick15@adventure-works.com,40000.00,0,0,Graduate Degree,Clerical,0,0,1948 O Avenue,NULL,1 (11) 500 555-0117,2011-12-24,0-1 Miles,Watford
15669,279,AW00015669,Paul,J,Suurs,Paul Suurs,1981-04-20,Married,Female,paul8@adventure-works.com,40000.00,0,0,Graduate Degree,Clerical,1,0,3327 Rockridge Dr.,NULL,1 (11) 500 555-0112,2011-12-08,0-1 Miles,York
15670,183,AW00015670,Sergio,S,Sánchez,Sergio Sánchez,1975-01-31,Married,Male,sergio21@adventure-works.com,20000.00,0,0,Partial College,Manual,0,1,"22, rue de l'Espace De Schengen",NULL,1 (11) 500 555-0116,2013-12-17,1-2 Miles,Orleans
15671,268,AW00015671,Lawrence,NULL,Torres,Lawrence Torres,1974-11-24,Single,Male,lawrence10@adventure-works.com,20000.00,0,0,Partial College,Manual,0,1,869 Welle Road,NULL,1 (11) 500 555-0149,2013-02-28,0-1 Miles,Liverpool
15672,160,AW00015672,Kelvin,E,Nara,Kelvin Nara,1974-07-19,Single,Male,kelvin13@adventure-works.com,20000.00,0,0,Partial College,Manual,1,1,Pappelallee 667,NULL,1 (11) 500 555-0173,2013-12-24,2-5 Miles,Paderborn
15673,209,AW00015673,Jon,NULL,Goel,Jon Goel,1980-06-04,Single,Male,jon16@adventure-works.com,20000.00,0,0,Partial College,Manual,0,1,"71, avenue de la Gare",NULL,1 (11) 500 555-0169,2013-04-10,0-1 Miles,Versailles
15674,117,AW00015674,Tommy,A,Raheem,Tommy Raheem,1975-01-05,Single,Male,tommy14@adventure-works.com,30000.00,0,0,Bachelors,Clerical,1,0,Zeiter Weg 9963,NULL,1 (11) 500 555-0114,2012-03-13,0-1 Miles,Erlangen
15675,120,AW00015675,Jay,A,Alonso,Jay Alonso,1975-04-15,Married,Male,jay37@adventure-works.com,40000.00,0,0,Graduate Degree,Clerical,1,0,Kurfürstenstr 594,NULL,1 (11) 500 555-0144,2012-03-09,0-1 Miles,Hof
15676,224,AW00015676,Todd,NULL,Wang,Todd Wang,1974-10-05,Single,Male,todd3@adventure-works.com,40000.00,0,0,Graduate Degree,Clerical,1,0,"28bis, boulevard du Montparnasse",NULL,1 (11) 500 555-0132,2012-08-24,0-1 Miles,Tremblay-en-France
15677,220,AW00015677,Alyssa,C,Bradley,Alyssa Bradley,1975-02-08,Married,Female,alyssa31@adventure-works.com,40000.00,0,0,Graduate Degree,Clerical,1,0,"116, boulevard d´Albi",NULL,1 (11) 500 555-0127,2012-09-27,0-1 Miles,Bobigny
15678,212,AW00015678,Susan,NULL,Zhou,Susan Zhou,1980-06-04,Married,Female,susan18@adventure-works.com,40000.00,0,0,Graduate Degree,Clerical,1,0,"95, rue Ste-Honoré",NULL,1 (11) 500 555-0131,2012-09-08,0-1 Miles,Morangis
15679,189,AW00015679,Robert,NULL,Patterson,Robert Patterson,1958-03-10,Married,Male,robert24@adventure-works.com,10000.00,3,0,Partial College,Manual,0,2,"35, rue de la Cavalerie",NULL,1 (11) 500 555-0171,2013-05-11,0-1 Miles,Roubaix
15680,171,AW00015680,Tasha,NULL,She,Tasha She,1956-09-05,Married,Female,tasha0@adventure-works.com,10000.00,4,0,High School,Manual,0,2,Wallstr 25,NULL,1 (11) 500 555-0117,2013-07-05,0-1 Miles,Neunkirchen
15681,262,AW00015681,Emma,P,Gonzales,Emma Gonzales,1960-02-07,Married,Female,emma63@adventure-works.com,80000.00,4,2,Partial College,Professional,1,1,6668 Mazatlan,NULL,1 (11) 500 555-0170,2013-02-01,10+ Miles,Oxford
15682,142,AW00015682,Heidi,R,Garcia,Heidi Garcia,1949-11-18,Single,Female,heidi17@adventure-works.com,80000.00,5,0,Bachelors,Management,1,2,Lindenalle 1384,NULL,1 (11) 500 555-0138,2014-01-11,10+ Miles,Bonn
15683,156,AW00015683,Jessie,NULL,Carlson,Jessie Carlson,1949-12-20,Single,Female,jessie37@adventure-works.com,90000.00,5,0,Partial College,Professional,0,2,Nollendorfplatz 518,NULL,1 (11) 500 555-0158,2013-03-13,10+ Miles,Braunschweig
15684,168,AW00015684,Tyrone,NULL,Suarez,Tyrone Suarez,1955-07-07,Single,Male,tyrone18@adventure-works.com,90000.00,5,0,Partial College,Professional,0,2,Kalkweg 123,NULL,1 (11) 500 555-0181,2012-03-09,2-5 Miles,Kiel
15685,172,AW00015685,Robin,NULL,Vazquez,Robin Vazquez,1949-12-07,Married,Female,robin11@adventure-works.com,110000.00,3,4,Bachelors,Management,1,4,Winterfeldtstr 5557,NULL,1 (11) 500 555-0179,2012-03-25,5-10 Miles,Offenbach
15686,244,AW00015686,Pedro,A,Vazquez,Pedro Vazquez,1949-12-31,Married,Male,pedro35@adventure-works.com,130000.00,3,4,Bachelors,Management,1,4,745 Harvey Way,NULL,1 (11) 500 555-0169,2013-02-26,0-1 Miles,London
15687,211,AW00015687,Jay,NULL,Suri,Jay Suri,1950-12-16,Married,Male,jay6@adventure-works.com,70000.00,5,1,High School,Professional,1,2,"33, allée des Princes",NULL,1 (11) 500 555-0124,2012-09-14,10+ Miles,Les Ulis
15688,196,AW00015688,Chase,J,Gray,Chase Gray,1950-11-04,Married,Male,chase6@adventure-works.com,70000.00,5,1,High School,Professional,1,2,"15, rue Philibert-Delorme",NULL,1 (11) 500 555-0124,2012-09-08,2-5 Miles,Paris
15689,158,AW00015689,Stacey,NULL,Wang,Stacey Wang,1950-07-06,Single,Female,stacey1@adventure-works.com,90000.00,5,0,Partial College,Professional,0,2,Welt Platz 33,NULL,1 (11) 500 555-0194,2013-05-04,10+ Miles,Leipzig
15690,267,AW00015690,Clifford,R,Perez,Clifford Perez,1951-12-10,Single,Male,clifford20@adventure-works.com,160000.00,3,4,Bachelors,Management,0,4,8361 Flora Ave.,NULL,1 (11) 500 555-0124,2013-10-21,0-1 Miles,Runcorn
15691,273,AW00015691,Julian,J,Henderson,Julian Henderson,1959-12-15,Married,Male,julian6@adventure-works.com,90000.00,3,1,High School,Professional,1,2,6804 Alovera Road,NULL,1 (11) 500 555-0136,2011-12-27,10+ Miles,Watford
15692,262,AW00015692,Ryan,J,Garcia,Ryan Garcia,1959-10-12,Married,Male,ryan52@adventure-works.com,90000.00,3,1,High School,Professional,1,2,5329 Notre Dame Ave,NULL,1 (11) 500 555-0116,2011-11-30,2-5 Miles,Oxford
15693,127,AW00015693,Isabel,NULL,Barnes,Isabel Barnes,1960-01-16,Single,Female,isabel3@adventure-works.com,90000.00,3,1,High School,Professional,1,2,Haberstr 39,NULL,1 (11) 500 555-0181,2012-03-28,10+ Miles,Darmstadt
15694,236,AW00015694,Stephanie,NULL,Diaz,Stephanie Diaz,1959-01-18,Married,Female,stephanie49@adventure-works.com,80000.00,4,2,Partial College,Professional,1,2,1379 T St.,NULL,1 (11) 500 555-0153,2013-09-15,2-5 Miles,Cheltenham
15695,261,AW00015695,Bruce,NULL,Gomez,Bruce Gomez,1959-12-16,Married,Male,bruce23@adventure-works.com,150000.00,3,5,Partial High School,Professional,1,2,4471 Willcrest Circle,NULL,1 (11) 500 555-0117,2011-11-29,0-1 Miles,Newcastle upon Tyne
15696,222,AW00015696,Damien,A,Sun,Damien Sun,1958-12-03,Married,Male,damien10@adventure-works.com,100000.00,3,4,Bachelors,Management,1,3,"72, place Beaubernard",NULL,1 (11) 500 555-0172,2013-06-27,10+ Miles,Pantin
15697,121,AW00015697,Julia,NULL,Morris,Julia Morris,1959-01-03,Married,Female,julia48@adventure-works.com,110000.00,2,5,Partial College,Professional,1,2,Essener Straße 8215,NULL,1 (11) 500 555-0114,2012-03-16,10+ Miles,Ingolstadt
15698,162,AW00015698,Susan,D,Wang,Susan Wang,1958-08-31,Single,Female,susan11@adventure-works.com,120000.00,3,5,Bachelors,Management,1,3,Rykestr 8114,NULL,1 (11) 500 555-0191,2013-11-11,10+ Miles,Werne
15699,276,AW00015699,Jonathon,F,Hernandez,Jonathon Hernandez,1959-03-11,Married,Male,jonathon0@adventure-works.com,170000.00,0,5,Bachelors,Management,1,3,7680 Lay Brooke Way,NULL,1 (11) 500 555-0191,2012-01-05,0-1 Miles,Woolston
15700,193,AW00015700,Eugene,R,Guo,Eugene Guo,1958-05-19,Married,Male,eugene22@adventure-works.com,80000.00,4,1,Partial College,Professional,1,2,8139 Clark Creek Lane,NULL,1 (11) 500 555-0155,2012-09-27,2-5 Miles,Paris
15701,236,AW00015701,Jillian,R,Kapoor,Jillian Kapoor,1958-03-27,Married,Female,jillian2@adventure-works.com,130000.00,4,5,Partial College,Professional,0,3,2828 Rogers Ave.,NULL,1 (11) 500 555-0185,2013-03-29,10+ Miles,Cheltenham
15702,240,AW00015702,Ruth,NULL,Mehta,Ruth Mehta,1958-02-15,Married,Female,ruth18@adventure-works.com,130000.00,4,5,High School,Professional,1,3,7950 H Pine Creek Way,#3,1 (11) 500 555-0139,2012-01-09,0-1 Miles,High Wycombe
15703,142,AW00015703,Alison,NULL,Chande,Alison Chande,1962-05-02,Married,Female,alison15@adventure-works.com,80000.00,5,2,High School,Professional,1,2,Postfach 11 05 00,NULL,1 (11) 500 555-0110,2013-01-28,10+ Miles,Bonn
15704,134,AW00015704,Peter,E,Luo,Peter Luo,1956-09-10,Single,Male,peter13@adventure-works.com,90000.00,4,1,High School,Professional,1,3,Alderweg 370,NULL,1 (11) 500 555-0167,2013-08-19,10+ Miles,München
15705,117,AW00015705,Gabriel,NULL,Simmons,Gabriel Simmons,1955-09-19,Married,Male,gabriel12@adventure-works.com,100000.00,3,4,Partial College,Management,1,4,Hunzinger Allee 193,NULL,1 (11) 500 555-0186,2013-05-20,10+ Miles,Erlangen
15706,210,AW00015706,Tina,L,Arthur,Tina Arthur,1955-05-25,Married,Female,tina8@adventure-works.com,90000.00,4,1,High School,Management,1,3,"5710, cours Mirabeau",NULL,1 (11) 500 555-0154,2013-03-12,10+ Miles,Saint Ouen
15707,121,AW00015707,Robin,NULL,Rubio,Robin Rubio,1960-09-11,Married,Female,robin16@adventure-works.com,120000.00,4,5,Partial College,Management,1,3,Parise Straße 40552,NULL,1 (11) 500 555-0145,2013-09-12,10+ Miles,Ingolstadt
15708,150,AW00015708,Nina,NULL,Jai,Nina Jai,1960-07-17,Married,Female,nina11@adventure-works.com,120000.00,4,5,High School,Management,1,3,Karl Liebknecht str 577,NULL,1 (11) 500 555-0112,2013-02-23,10+ Miles,München
15709,215,AW00015709,Chelsea,M,Prasad,Chelsea Prasad,1959-08-31,Married,Female,chelsea10@adventure-works.com,70000.00,5,1,Partial High School,Skilled Manual,1,3,"24, rue de la Centenaire",NULL,1 (11) 500 555-0197,2013-03-24,10+ Miles,Colombes
15710,190,AW00015710,Brandy,A,Rana,Brandy Rana,1953-07-22,Married,Female,brandy7@adventure-works.com,90000.00,4,1,High School,Management,0,3,"33, rue de l'Espace De Schengen",NULL,1 (11) 500 555-0137,2012-09-02,5-10 Miles,Villeneuve-d'Ascq
15711,235,AW00015711,Jeffery,NULL,Liang,Jeffery Liang,1953-12-30,Married,Male,jeffery16@adventure-works.com,110000.00,4,5,High School,Management,1,3,6753 Mines Road,NULL,1 (11) 500 555-0193,2013-05-21,10+ Miles,Cambridge
15712,249,AW00015712,Whitney,NULL,Chandra,Whitney Chandra,1954-06-04,Married,Female,whitney2@adventure-works.com,130000.00,4,5,High School,Management,1,4,2237 Buena Vista Ave.,NULL,1 (11) 500 555-0167,2013-07-11,0-1 Miles,London
15713,267,AW00015713,Hannah,F,Lee,Hannah Lee,1953-12-07,Married,Female,hannah20@adventure-works.com,130000.00,5,5,Partial High School,Professional,1,4,9771 Wesley Court,NULL,1 (11) 500 555-0126,2013-11-08,10+ Miles,Runcorn
15714,214,AW00015714,Bethany,W,Pal,Bethany Pal,1953-03-16,Single,Female,bethany15@adventure-works.com,80000.00,5,0,Partial High School,Skilled Manual,1,2,"24, place de Fontenoy",NULL,1 (11) 500 555-0163,2013-10-09,10+ Miles,Boulogne-Billancourt
15715,27,AW00015715,Isabella,NULL,Adams,Isabella Adams,1980-12-17,Single,Female,isabella46@adventure-works.com,60000.00,0,0,Bachelors,Professional,0,3,1933 Rock Creek Pl.,NULL,1 (11) 500 555-0115,2013-07-29,10+ Miles,Townsville
15716,24,AW00015716,Roy,NULL,Madan,Roy Madan,1980-12-17,Single,Male,roy8@adventure-works.com,70000.00,0,0,Bachelors,Professional,0,2,1933 Rock Creek Pl.,NULL,1 (11) 500 555-0189,2012-11-19,10+ Miles,Hawthorne
15717,18,AW00015717,Alexia,M,Henderson,Alexia Henderson,1981-11-23,Single,Female,alexia5@adventure-works.com,70000.00,0,0,Bachelors,Professional,0,2,9556 Nightingale Drive,NULL,1 (11) 500 555-0113,2012-11-11,5-10 Miles,Sydney
15718,3,AW00015718,Heather,L,Lin,Heather Lin,1981-10-13,Married,Female,heather7@adventure-works.com,70000.00,0,0,Bachelors,Professional,1,3,4890 Heron Ct,NULL,1 (11) 500 555-0116,2013-09-16,10+ Miles,Darlinghurst
15719,15,AW00015719,Lacey,A,Liang,Lacey Liang,1982-01-10,Married,Female,lacey29@adventure-works.com,80000.00,0,0,Bachelors,Professional,1,2,3284 Pheasant Court,NULL,1 (11) 500 555-0131,2012-11-23,10+ Miles,Silverwater
15720,7,AW00015720,Jaime,NULL,Ramos,Jaime Ramos,1980-01-23,Married,Female,jaime19@adventure-works.com,70000.00,0,0,Bachelors,Professional,1,4,756 Palm Dr,NULL,1 (11) 500 555-0159,2013-02-10,10+ Miles,Malabar
15721,40,AW00015721,Cara,R,Guo,Cara Guo,1985-08-11,Single,Female,cara13@adventure-works.com,80000.00,0,0,Bachelors,Professional,0,3,8673 Mt. Wilson Way,NULL,1 (11) 500 555-0174,2013-06-17,10+ Miles,Warrnambool
15722,32,AW00015722,Angela,NULL,Jenkins,Angela Jenkins,1980-05-25,Married,Female,angela9@adventure-works.com,80000.00,0,0,Bachelors,Professional,0,3,913 Pelican Loop,NULL,1 (11) 500 555-0118,2012-11-18,10+ Miles,Bendigo
15723,11,AW00015723,Kate,L,Deng,Kate Deng,1985-03-14,Married,Female,kate1@adventure-works.com,90000.00,0,0,Bachelors,Professional,1,3,5802 Ampersand Drive,NULL,1 (11) 500 555-0132,2012-11-08,10+ Miles,North Ryde
15724,21,AW00015724,Roger,L,She,Roger She,1979-10-30,Single,Male,roger27@adventure-works.com,90000.00,0,0,Bachelors,Professional,0,3,6679 Stanbridge Ct.,NULL,1 (11) 500 555-0187,2012-11-04,10+ Miles,Caloundra
15725,19,AW00015725,Trevor,M,Price,Trevor Price,1979-01-15,Married,Male,trevor0@adventure-works.com,90000.00,0,0,Bachelors,Professional,0,3,1065 Coachman Pl.,NULL,1 (11) 500 555-0133,2012-11-21,10+ Miles,Wollongong
15726,25,AW00015726,Faith,F,Barnes,Faith Barnes,1978-08-27,Married,Female,faith3@adventure-works.com,90000.00,0,0,Bachelors,Professional,1,3,6176 Crow Street,NULL,1 (11) 500 555-0195,2012-11-07,10+ Miles,Hervey Bay
15727,8,AW00015727,Alisha,A,Zeng,Alisha Zeng,1977-10-31,Married,Female,alisha23@adventure-works.com,80000.00,0,0,Bachelors,Professional,1,3,6173 Alier Drive,NULL,1 (11) 500 555-0143,2013-05-09,10+ Miles,Matraville
15728,33,AW00015728,Keith,NULL,Sharma,Keith Sharma,1979-01-31,Married,Male,keith12@adventure-works.com,110000.00,0,5,Partial College,Management,0,3,4214 Northwood Dr.,NULL,1 (11) 500 555-0199,2013-03-08,10+ Miles,Cranbourne
15729,32,AW00015729,Mayra,M,Suri,Mayra Suri,1983-09-21,Married,Female,mayra0@adventure-works.com,90000.00,0,0,Bachelors,Professional,0,3,7015 F Mt Hood Circle,NULL,1 (11) 500 555-0114,2012-12-27,10+ Miles,Bendigo
15730,2,AW00015730,Philip,NULL,Dominguez,Philip Dominguez,1977-08-18,Married,Male,philip13@adventure-works.com,90000.00,0,0,Bachelors,Professional,1,3,2743 Veale Ave,NULL,1 (11) 500 555-0117,2013-08-19,10+ Miles,Coffs Harbour
15731,19,AW00015731,Corey,R,Chavez,Corey Chavez,1976-09-16,Single,Male,corey13@adventure-works.com,80000.00,0,0,Bachelors,Professional,0,4,8287 Altura Dr.,NULL,1 (11) 500 555-0157,2013-03-26,10+ Miles,Wollongong
15732,17,AW00015732,Sandra,V,Zhu,Sandra Zhu,1983-05-25,Married,Female,sandra21@adventure-works.com,120000.00,0,5,Partial High School,Professional,1,4,7001 Lanitos Ct,NULL,1 (11) 500 555-0110,2012-12-12,10+ Miles,St. Leonards
15733,26,AW00015733,Leslie,NULL,Ramos,Leslie Ramos,1977-09-22,Married,Female,leslie18@adventure-works.com,120000.00,0,5,Partial High School,Professional,1,4,6644 Camino Norte,NULL,1 (11) 500 555-0118,2012-12-08,10+ Miles,Rockhampton
15734,19,AW00015734,Alicia,NULL,Lal,Alicia Lal,1976-01-08,Married,Female,alicia6@adventure-works.com,100000.00,0,5,Partial High School,Professional,1,4,2419 Martindale Dr.,NULL,1 (11) 500 555-0161,2012-12-25,10+ Miles,Wollongong
15735,3,AW00015735,Lori,A,Blanco,Lori Blanco,1975-10-30,Married,Female,lori16@adventure-works.com,100000.00,0,5,Partial High School,Professional,1,4,6966 Eaker Way,NULL,1 (11) 500 555-0118,2013-06-21,10+ Miles,Darlinghurst
15736,300,AW00015736,Sheena,NULL,Raje,Sheena Raje,1946-12-11,Married,Female,sheena12@adventure-works.com,110000.00,2,4,Graduate Degree,Management,1,2,5707 Monte Vista Road,A211,161-555-0149,2013-11-07,5-10 Miles,Beverly Hills
15737,626,AW00015737,Alexander,J,Robinson,Alexander Robinson,1946-10-02,Single,Male,alexander22@adventure-works.com,120000.00,2,4,Graduate Degree,Management,1,3,4273 Alum Rock Drive,NULL,533-555-0141,2012-09-02,5-10 Miles,Lynnwood
15738,374,AW00015738,Abigail,NULL,Miller,Abigail Miller,1947-01-20,Married,Female,abigail51@adventure-works.com,120000.00,2,4,Graduate Degree,Management,1,3,5919 Zartop Street,NULL,698-555-0175,2013-12-16,2-5 Miles,Torrance
15739,369,AW00015739,Garrett,NULL,Rogers,Garrett Rogers,1948-06-14,Married,Male,garrett24@adventure-works.com,70000.00,5,0,Bachelors,Management,1,2,5707 Bellwood Court,NULL,265-555-0154,2012-08-28,10+ Miles,Santa Monica
15740,536,AW00015740,Johnny,G,Kumar,Johnny Kumar,1947-10-09,Married,Male,johnny8@adventure-works.com,80000.00,5,0,Bachelors,Management,1,2,7091 Clemson Court,NULL,132-555-0146,2013-09-18,1-2 Miles,Beaverton
15741,385,AW00015741,Isabella,NULL,Allen,Isabella Allen,1948-04-09,Married,Female,isabella55@adventure-works.com,80000.00,5,0,Bachelors,Management,1,2,3189 La Salle St.,NULL,571-555-0140,2013-10-20,5-10 Miles,Woodland Hills
15742,352,AW00015742,Grace,A,Thompson,Grace Thompson,1948-05-06,Married,Female,grace15@adventure-works.com,90000.00,5,0,Bachelors,Management,1,2,5835 Olivera Rd.,NULL,445-555-0177,2013-02-16,5-10 Miles,Palo Alto
15743,623,AW00015743,Chloe,M,Thompson,Chloe Thompson,1953-02-14,Married,Female,chloe26@adventure-works.com,120000.00,2,4,Graduate Degree,Management,0,3,3748 Moss Hollow Court,NULL,524-555-0119,2013-11-24,5-10 Miles,Kirkland
15744,614,AW00015744,Angela,T,Gray,Angela Gray,1947-09-19,Married,Female,angela32@adventure-works.com,120000.00,2,4,Graduate Degree,Management,1,3,898 Park Blvd.,NULL,116-555-0178,2013-08-16,5-10 Miles,Edmonds
15745,609,AW00015745,Julian,NULL,Hayes,Julian Hayes,1948-02-12,Married,Male,julian22@adventure-works.com,120000.00,2,4,Graduate Degree,Management,1,3,8426 Easley Dr.,NULL,963-555-0130,2013-08-30,5-10 Miles,Bellingham
15746,626,AW00015746,Emily,L,Walker,Emily Walker,1949-05-31,Married,Female,emily23@adventure-works.com,120000.00,2,4,Bachelors,Management,1,3,1604 Crown Court,NULL,460-555-0156,2013-12-03,5-10 Miles,Lynnwood
15747,307,AW00015747,Evan,NULL,Nelson,Evan Nelson,1949-08-24,Married,Male,evan34@adventure-works.com,70000.00,4,0,Bachelors,Management,1,2,2030 Lighthouse Way,NULL,627-555-0185,2013-09-05,10+ Miles,Chula Vista
15748,54,AW00015748,Austin,D,Jenkins,Austin Jenkins,1949-12-07,Married,Male,austin2@adventure-works.com,70000.00,4,0,Bachelors,Management,1,2,3603 Stinson,NULL,280-555-0155,2013-05-29,1-2 Miles,N. Vancouver
15749,611,AW00015749,Grace,NULL,Brown,Grace Brown,1950-04-24,Single,Female,grace3@adventure-works.com,70000.00,4,0,Bachelors,Management,1,2,2325 Mountaire Drive,NULL,627-555-0172,2014-01-17,10+ Miles,Bremerton
15750,298,AW00015750,Kaitlin,NULL,Martinez,Kaitlin Martinez,1984-10-16,Married,Female,kaitlin16@adventure-works.com,70000.00,0,0,Partial College,Professional,0,2,3302 Trujillo,# 112,591-555-0116,2012-09-08,0-1 Miles,Bellflower
